"Name","Placement","week2","week3","week4","week5","week6","week7","week8","week9","week10","week11","week12","week13","week14"
"Tony Vlachos",1,"0.10886587010606","0.0918273620844935","0.200243136113665","0.175866890036124","0.263213463784537","0.225955092817714","0.207272597443556","0.383727522521639","0.410503784178614","0.397949714133595","0.401443125732651","0.418108295983328","0.403631986968706"
"Kass 'Chaos Kass' McQuillen",3,"0.0763659655774936","0.0324430508856404","0.0579901887292115","0.0431745890117532","0.0493723909912689","0.0434833334788391","0.0566216212859688","0.146300895321327","0.196844736158521","0.193190823164151","0.239039260027195","0.292619111778788","0.247313442290302"
"Spencer Bledsoe",4,"0.116540848994331","0.0567644594391698","0.0428660876924314","0.084793997254156","0.0765255423084123","0.0769293155536222","0.0668487207329755","0.172174608248355","0.186684767427225","0.128704798751552","0.169071522579081","0.226552233822462","0.279084484555561"
"Woo Hwang",2,"0.0234704290652681","0.0224305583953383","0.0298602737351578","0.051738289345005","0.0804576765058662","0.0711523524751941","0.0736344288491496","0.0646169769338403","0.0431445799783964","0.0097512302443891","0.00112347844541509","0.0116002665595191","0.0699700861854305"
"Trish Hegarty",5,"0.0306680408066336","0.0961966215986592","0.145984448719602","0.125548964160231","0.0553172832547793","0.0352152283363292","0.0824749457882508","0.0416047506515222","0.0470763704284179","0.0930777284151551","0.0645472298599501","0.0511200918559025",""
"Tasha Fox",6,"0.0425604498905388","0.028780084274725","0.0312101188175115","0.0194151729236255","0.0322212617593874","0.0319399454851385","0.0381479109074452","0.0341909917170752","0.0526090412972822","0.0923641871907539","0.124775383355707","",""
"Jefra Bland",7,"0.0378314793439424","0.0223256430619471","0.0329312991115167","0.0462826472743909","0.0761679917066609","0.122955331589858","0.111298414397453","0.0521300669319863","0.022343894340675","0.084961518100404","","",""
"Jeremiah Wood",8,"0.0234704290652681","0.0224305583953383","0.0331924450536982","0.0258508979648272","0.0422209505799114","0.0666734550637086","0.0771872346892236","0.0552370930933518","0.0407928261908687","","","",""
"LJ McKanas",9,"0.0262771823337515","0.0322480968943839","0.0374654598129487","0.0481358908514524","0.0568902249815619","0.0698184822098142","0.070750623531582","0.0500170945809031","","","","",""
"Morgan McLeod",10,"0.0323338737758402","0.125062654566848","0.137259177881688","0.14553965689857","0.110077817840813","0.183422800312476","0.215763502374395","","","","","",""
"Sarah Lacina",11,"0.0824880855836727","0.155731761697065","0.094830575930315","0.0917686733609797","0.102794620780416","0.0724546626773055","","","","","","",""
"Alexis Maxwell",12,"0.0378314793439424","0.0223256430619471","0.031941998566011","0.0357994335891044","0.0245771482199888","","","","","","","",""
"Lindsey Ogle",13,"0.0378314793439424","0.0510387814687863","0.0372659172291993","0.0531073559516153","0.0301636272863974","","","","","","","",""
"Cliff Robinson",14,"0.0973419051875668","0.183072457646019","0.0567249186759745","0.0529775413781654","","","","","","","","",""
"J'Tia Taylor",15,"0.0183879192349693","0.0194230183133856","0.0302339539310697","","","","","","","","","",""
"Brice Johnston",16,"0.0973419051875668","0.0378992482162537","","","","","","","","","","",""
"Garrett Adelstein",17,"0.110392657159212","","","","","","","","","","","",""
"David Samson",18,"","","","","","","","","","","","",""
